,Looks Good to contact,Event Name,capacity,start,end,category,eventbrite_url,Unnamed: 7,website,tel,email generic,contact,email contact,probable_phones,possible_phones,unfiltered_results,searched
1393,,"Vertical Leap Adult Leadership Training are on- May 14 (DAY 1 ~ 9am-7:30pm) & May 15 (DAY 2 ~ 2pm-7:30pm) & May 16 (DAY 3 ~ 8am-1pm) ~ Extended B.O.S.S. Training is Monday, May 16 from 8am-1pm for everyone who wish to teach B.O.S.S. curriculum",340,5/14/2016,5/14/2016,Religion & Spirituality,http://www.eventbrite.com/e/vertical-leap-adult-leadership-training-are-on-may-14-day-1-9am-730pm-may-15-day-2-2pm-730pm-may-16-tickets-23809446696?aff=ebapi,,http://verticalleapmay2016.eventbrite.com,,,,,951-262-3544,951-262-3544,"951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-00511053, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-00511053, 001-08904839, 951-262-3544, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-00511053, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-09179317, 001-09179317, 001-09179317, 001-09086930, 001-09086930, 001-09086930, 001-09137130, 001-09137130, 001-09137130, 001-09013397, 001-09013397, 001-09013397, 001-07796847, 001-07796847, 001-07796847, 001-08764115, 001-08764115, 001-08764115, 001-08790240, 001-08790240, 001-08790240, 001-07796662, 001-07796662, 001-07796662, 001-07797221, 001-07797221, 001-07797221, 001-09086961, 001-09086961, 001-09086961, 001-07797681, 001-07797681, 001-07797681, 001-09133659, 001-09133659, 001-09133659, 001-09209825, 001-09209825, 001-09209825, 001-08904839, 001-08904839, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-00511053, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-08904819, 001-00511053, 001-08904819, 951-262-3544, 001-08904819, 001-08904819, 001-00511053, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-09179317, 001-09179317, 001-09179317, 001-09086930, 001-09086930, 001-09086930, 001-09137130, 001-09137130, 001-09137130, 001-09013397, 001-09013397, 001-09013397, 001-07796847, 001-07796847, 001-07796847, 001-08764115, 001-08764115, 001-08764115, 001-08790240, 001-08790240, 001-08790240, 001-07796662, 001-07796662, 001-07796662, 001-07797221, 001-07797221, 001-07797221, 001-09086961, 001-09086961, 001-09086961, 001-07797681, 001-07797681, 001-07797681, 001-09133659, 001-09133659, 001-09133659, 001-09209825, 001-09209825, 001-09209825, 001-08904819, 001-08904819, 001-09184845, 001-09184845, 001-09184845, 001-09184845, 001-09184845, 001-08088118, 001-08088118, 001-08088118, 001-08088118, 001-08088118, 001-07583177, 001-07583177, 001-07583177, 001-07583177, 001-07583177, 001-08975760, 001-08975760, 001-08975760, 001-08975760, 001-08975760, 001-09258449, 001-09258449, 001-09258449, 001-09258449, 001-09258449, 001-09273385, 001-09273385, 001-09273385, 001-09273385, 001-09273385, 001-09026234, 001-09026234, 001-09026234, 001-09026234, 001-09026234, 001-09034362, 001-09034362, 001-09034362, 001-09034362, 001-09034362, 001-09176474, 001-09176474, 001-09176474, 001-09176474, 001-09176474, 001-09212634, 001-09212634, 001-09212634, 001-09212634, 001-09212634, 001-09247702, 001-09247702, 001-09247702, 001-09247702, 001-09247702, 001-09269551, 001-09269551, 001-09269551, 001-09269551, 001-09269551, 001-09260507, 001-09260507, 001-09260507, 001-09260507, 001-09260507, 001-09024713, 001-09024713, 001-09024713, 001-09024713, 001-09024713, 001-09244526, 001-09244526, 001-09244526, 001-09244526, 001-09244526, 001-09243937, 001-09243937, 001-09243937, 001-09243937, 001-09243937, 117-B05A5FAD, 853-7830-460",True
1394,,"Vertical Leap Adult Leadership Training are on- June 11 (DAY 1 ~ 9am-7:30pm) & June 12 (DAY 2 ~ 2pm-7:30pm) & June 13 (DAY 3 ~ 8am-1pm) ~ Extended B.O.S.S. Training is Monday, June 13 from 8am-1pm for everyone who wish to teach B.O.S.S. curriculum",340,6/11/2016,6/11/2016,Religion & Spirituality,http://www.eventbrite.com/e/vertical-leap-adult-leadership-training-are-on-june-11-day-1-9am-730pm-june-12-day-2-2pm-730pm-june-tickets-19622971837?aff=ebapi,,http://verticalleapjune2016.eventbrite.com,,,,,951-262-3544,"909-477-2600, 951-262-3544, 720-489-0294","951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-00511053, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-00511053, 001-08904833, 951-262-3544, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-00511053, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-09179317, 001-09179317, 001-09179317, 001-09086930, 001-09086930, 001-09086930, 001-09137130, 001-09137130, 001-09137130, 001-09013397, 001-09013397, 001-09013397, 001-07796847, 001-07796847, 001-07796847, 001-08764115, 001-08764115, 001-08764115, 001-08790240, 001-08790240, 001-08790240, 001-07796662, 001-07796662, 001-07796662, 001-07797221, 001-07797221, 001-07797221, 001-09086961, 001-09086961, 001-09086961, 001-07797681, 001-07797681, 001-07797681, 001-09133659, 001-09133659, 001-09133659, 001-09209825, 001-09209825, 001-09209825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-00511053, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-00511053, 001-08904833, 951-262-3544, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-00511053, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-09179317, 001-09179317, 001-09179317, 001-09086930, 001-09086930, 001-09086930, 001-09137130, 001-09137130, 001-09137130, 001-09013397, 001-09013397, 001-09013397, 001-07796847, 001-07796847, 001-07796847, 001-08764115, 001-08764115, 001-08764115, 001-08790240, 001-08790240, 001-08790240, 001-07796662, 001-07796662, 001-07796662, 001-07797221, 001-07797221, 001-07797221, 001-09086961, 001-09086961, 001-09086961, 001-07797681, 001-07797681, 001-07797681, 001-09133659, 001-09133659, 001-09133659, 001-09209825, 001-09209825, 001-09209825, 001-08904833, 001-08904833, 001-08088118, 001-08088118, 001-08088118, 001-08088118, 001-08088118, 001-09034362, 001-09034362, 001-09034362, 001-09034362, 001-09034362, 001-09176474, 001-09176474, 001-09176474, 001-09176474, 001-09176474, 001-09212634, 001-09212634, 001-09212634, 001-09212634, 001-09212634, 001-09085828, 001-09085828, 001-09085828, 001-09085828, 001-09085828, 001-09156641, 001-09156641, 001-09156641, 001-09156641, 001-09156641, 001-08867213, 909-477-2600, 001-08867213, 001-08867213, 001-08867213, 001-08867213, 001-09209654, 001-09209654, 001-09209654, 001-09209654, 001-09209654, 001-09259583, 001-09259583, 001-09259583, 001-09259583, 001-09259583, 001-09270904, 001-09270904, 001-09270904, 001-09270904, 001-09270904, 001-09233358, 001-09233358, 001-09233358, 001-09233358, 001-09233358, 884-8807-339, 720-489-0294, 114-06827244",True
1395,,"Vertical Leap Adult Leadership Training are on- July 9 (DAY 1 ~ 9am-7:30pm) & July 10 (DAY 2 ~ 2pm-7:30pm) & July 11 (DAY 3 ~ 8am-1pm) ~ Extended B.O.S.S. Training is Monday, July 11 from 8am-1pm for everyone who wish to teach B.O.S.S. curriculum",340,7/9/2016,7/9/2016,Religion & Spirituality,http://www.eventbrite.com/e/vertical-leap-adult-leadership-training-are-on-july-9-day-1-9am-730pm-july-10-day-2-2pm-730pm-july-tickets-19623052077?aff=ebapi,,http://verticalleapjuly2016.eventbrite.com,,,,,951-262-3544,"909-477-2600, 951-262-3544, 909-982-1104","951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 951-262-3544, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-00511053, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-00511053, 001-08904836, 951-262-3544, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-00511053, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-09179317, 001-09179317, 001-09179317, 001-09086930, 001-09086930, 001-09086930, 001-09137130, 001-09137130, 001-09137130, 001-09013397, 001-09013397, 001-09013397, 001-07796847, 001-07796847, 001-07796847, 001-08764115, 001-08764115, 001-08764115, 001-08790240, 001-08790240, 001-08790240, 001-07796662, 001-07796662, 001-07796662, 001-07797221, 001-07797221, 001-07797221, 001-09086961, 001-09086961, 001-09086961, 001-07797681, 001-07797681, 001-07797681, 001-09133659, 001-09133659, 001-09133659, 001-09209825, 001-09209825, 001-09209825, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-00511053, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-00511053, 001-08904839, 951-262-3544, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-00511053, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904825, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904833, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904836, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904839, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-08904842, 001-09179317, 001-09179317, 001-09179317, 001-09086930, 001-09086930, 001-09086930, 001-09137130, 001-09137130, 001-09137130, 001-09013397, 001-09013397, 001-09013397, 001-07796847, 001-07796847, 001-07796847, 001-08764115, 001-08764115, 001-08764115, 001-08790240, 001-08790240, 001-08790240, 001-07796662, 001-07796662, 001-07796662, 001-07797221, 001-07797221, 001-07797221, 001-09086961, 001-09086961, 001-09086961, 001-07797681, 001-07797681, 001-07797681, 001-09133659, 001-09133659, 001-09133659, 001-09209825, 001-09209825, 001-09209825, 001-08904839, 001-08904839, 001-08897564, 001-08897564, 001-08897564, 001-08897564, 001-08897564, 001-05721430, 001-05721430, 001-05721430, 001-05721430, 001-05721430, 001-09226453, 001-09226453, 001-09226453, 001-09226453, 001-09226453, 001-09151812, 001-09151812, 001-09151812, 001-09151812, 001-09151812, 001-09271213, 001-09271213, 001-09271213, 001-09271213, 001-09271213, 001-08359520, 001-08359520, 001-08359520, 001-08359520, 001-08359520, 001-08867213, 909-477-2600, 001-08867213, 001-08867213, 001-08867213, 001-08867213, 001-09085828, 001-09085828, 001-09085828, 001-09085828, 001-09085828, 001-09034362, 001-09034362, 001-09034362, 001-09034362, 001-09034362, 001-09176474, 001-09176474, 001-09176474, 001-09176474, 001-09176474, 001-09217883, 001-09217883, 001-09217883, 001-09217883, 001-09217883, 001-06266197, 001-06266197, 001-06266197, 001-06266197, 001-06266197, 001-09235673, 001-09235673, 001-09235673, 001-09235673, 001-09235673, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-08876430, 001-09051376, 001-09051376, 001-09051376, 001-09051376, 001-09051376, 001-06266197, 001-06266197, 001-06266197, 001-06266197, 001-06266197, 001-08809092, 001-08809092, 001-08809092, 001-08809092, 001-08809092, 001-09162694, 001-09162694, 001-09162694, 001-09162694, 001-09162694, 001-09229920, 001-09229920, 001-09229920, 001-09229920, 001-09229920, 001-08815231, 001-08815231, 001-08815231, 001-08815231, 001-08815231, 001-09180587, 001-09180587, 001-09180587, 001-09180587, 001-09180587, 001-09234534, 001-09234534, 001-09234534, 001-09234534, 001-09234534, 001-09179317, 001-09179317, 001-09179317, 001-09179317, 001-09179317, 001-09248943, 001-09248943, 001-09248943, 001-09248943, 001-09248943, 001-08876495, 001-08876495, 001-08876495, 001-08876495, 001-08876495, 001-09197217, 001-09197217, 001-09197217, 001-09197217, 001-09197217, 001-09192942, 001-09192942, 001-09192942, 001-09192942, 001-09192942, 001-09176868, 001-09176868, 001-09176868, 001-09176868, 001-09176868, 001-09052967, 001-09052967, 001-09052967, 001-09052967, 001-09052967, 001-09248406, 909-982-1104, 001-09248406, 001-09248406, 001-09248406, 001-09248406, 001-09182227, 001-09182227, 001-09182227, 001-09182227, 001-09182227",True
1396,,Herb & Garden Day 2016 - Sponsor Registration,340,6/18/2016,6/18/2016,Health & Wellness; Personal health,http://www.eventbrite.com/e/herb-garden-day-2016-sponsor-registration-tickets-20846682990?aff=ebapi,,,,,,,"180-049-C358, 174-049-9585, 438-118-8C25, 726-117-3A31, 641-004-DD6E, 116-118-52D8, 484-004-CF11, 084-118-743A, 951-616-3602, 467-118-3B97, 590-591-1100, 086-004-7559, 951-616-3601, 368-118-ED32, 907-004-E199, 176-049-3811, 052-118-91AD, 477-118-F7C2, 526-004-42B7, 448-004-EAC7, 172-117-FE7D, 462-117-58CD, 411-118-F748",,"526-004-42B7, 004-42B7164D, 526-004-42B7, 004-42B7164D, 526-004-42B7, 004-42B7164D, 448-004-EAC7, 004-EAC74070, 484-004-CF11, 004-CF110CEA, 086-004-7559, 004-755924AC, 907-004-E199, 004-E1990E43, 176-049-3811, 049-3811243B, 180-049-C358, 049-C3580DCA, 641-004-DD6E, 004-DD6EAB99, 174-049-9585, 049-958597FC, 411-118-F748, 118-F7483C00, 477-118-F7C2, 118-F7C2DAC8, 467-118-3B97, 118-3B9728AD, 368-118-ED32, 118-ED325712, 052-118-91AD, 118-91ADA6BE, 462-117-58CD, 117-58CD7F09, 726-117-3A31, 117-3A31E133, 172-117-FE7D, 117-FE7D5401, 084-118-743A, 118-743AEB0C, 438-118-8C25, 118-8C25BB41, 116-118-52D8, 118-52D8D728, 951-616-3602, 951-616-3601, 951-616-3602, 590-591-1100, 236-8849822-, 095-2710145-, 174-9757434-, 082-6785285-",True
1397,,Food Funded 2016,333,5/5/2016,5/5/2016,Business & Professional; Startups & Small Business,http://www.eventbrite.com/e/food-funded-2016-registration-21433986631?aff=ebapi,,http://foodfunded.eventbrite.com,,,,,,"626)792-2727, 415)974-6400, 800)350-8850, 888)203-5531, 888-215-3611","221-03291722, 800)350-8850, 800)350-8850, 626)792-2727, 626)792-2727, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 016-79766443, 016-79766443, 415)974-6400, 415)974-6400",True
1398,,Next Bank Silicon Valley,332,5/12/2016,5/12/2016,Business & Professional; Finance,http://www.eventbrite.com/e/next-bank-silicon-valley-tickets-19991920372?aff=ebapi,,http://nextbanksv.eventbrite.com,,,,,,"626)792-2727, 800)350-8850, 888)203-5531, 888-215-3611","800)350-8850, 800)350-8850, 626)792-2727, 626)792-2727, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611",True
1399,,The BELLFURIES plus ROSIE FLORES,332,6/25/2016,6/25/2016,Music; Alternative,http://www.eventbrite.com/e/the-bellfuries-plus-rosie-flores-tickets-22702868892?aff=ebapi,,http://bellfuries-plus-rosie-flores.eventbrite.com,,,,,"714-809-6146, 512-653-7282, 512-444-8750",562)592-1321,"714-809-6146, 714-809-6146, 714-809-6146, 714-809-6146, 512-653-7282, 512-444-8750, 562)592-1321, 001-09159743, 001-09159743, 001-09159743, 001-09140313, 001-09140313, 001-09140313, 001-09107009, 001-09107009, 001-09107009, 001-09140992, 001-09140992, 001-09140992, 001-09260476, 001-09260476, 001-09260476, 001-09141219, 001-09141219, 001-09141219, 001-09084863, 001-09084863, 001-09084863, 001-09154109, 001-09154109, 001-09154109, 001-09213981, 001-09213981, 001-09213981, 001-09242843, 001-09242843, 001-09242843, 001-09250408, 001-09250408, 001-09250408, 001-09264027, 001-09264027, 001-09264027, 001-09269544, 001-09269544, 001-09269544, 001-09272624, 001-09272624, 001-09272624, 001-09194281, 001-09194281, 001-09194281",True
1400,,I AM Artflow,330,6/18/2016,6/18/2016,Charity & Causes; Other,http://www.eventbrite.com/e/i-am-artflow-tickets-24499831656?aff=ebapi,,http://iamartflow.eventbrite.com,,,,,,"888)203-5531, 310)458-5444, 626)792-2727, 800)350-8850, 323)466-3876, 888-215-3611","083-15606439, 083-15606439, 800)350-8850, 800)350-8850, 626)792-2727, 626)792-2727, 310)458-5444, 323)466-3876, 310)458-5444, 310)458-5444, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 310)458-5444, 323)466-3876, 310)458-5444, 310)458-5444, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 310)458-5444, 323)466-3876, 310)458-5444, 310)458-5444, 323)466-3876, 323)466-3876, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611",True
1401,,Gopherfest - May '16,330,5/16/2016,5/16/2016,Other,http://www.eventbrite.com/e/gopherfest-may-16-tickets-24444610488?aff=ebapi,,,,,,,"903-262-0595, 903-683-2056, 936-537-2448, 903-705-9708",406-276-3431,"903-705-9708, 903-683-2056, 936-537-2448, 903-262-0595, 406-276-3431",True
1402,,The White and Silver Affair (Ladies Night Out!!),330,6/3/2016,6/3/2016,"Film, Media & Entertainment",http://www.eventbrite.com/e/the-white-and-silver-affair-ladies-night-out-tickets-22660971576?aff=ebapi,,,,,,,,,"875-10398875, 286-12970956, 286-12970956, 978-09070336, 978-09070336, 978-09070336, 978-09070336",True
1403,,Leadership Training Symposium,330,5/6/2016,5/6/2016,Business & Professional; Non Profit & NGOs,http://www.eventbrite.com/e/leadership-training-symposium-tickets-23064060225?aff=ebapi,,,,,,,,,,False
1404,,Community in Unity: Building Resiliency to Trauma,330,5/17/2016,5/17/2016,Business & Professional; Non Profit & NGOs,http://www.eventbrite.com/e/community-in-unity-building-resiliency-to-trauma-tickets-19846102226?aff=ebapi,,http://buildingresiliencetotrauma.eventbrite.com,,,,,,"888)203-5531, 888-215-3611, 310)458-5444, 909)626-4070, 209)728-8855, 626)792-2727, 714)517-1900, 800)350-8850, 209)521-1274, 323)466-3876, 805)485-6114, 415)701-2311, 530)872-3896","800)350-8850, 800)350-8850, 626)792-2727, 626)792-2727, 805)485-6114, 530)872-3896, 805)485-6114, 714)517-1900, 415)701-2311, 323)466-3876, 209)521-1274, 323)466-3876, 323)466-3876, 415)701-2311, 415)701-2311, 209)521-1274, 209)521-1274, 415)701-2311, 323)466-3876, 209)521-1274, 323)466-3876, 323)466-3876, 415)701-2311, 415)701-2311, 209)521-1274, 209)521-1274, 310)458-5444, 415)701-2311, 209)521-1274, 310)458-5444, 310)458-5444, 415)701-2311, 415)701-2311, 209)521-1274, 209)521-1274, 415)701-2311, 323)466-3876, 209)521-1274, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 415)701-2311, 415)701-2311, 209)521-1274, 209)521-1274, 310)458-5444, 415)701-2311, 323)466-3876, 209)521-1274, 310)458-5444, 310)458-5444, 323)466-3876, 323)466-3876, 323)466-3876, 323)466-3876, 415)701-2311, 415)701-2311, 209)521-1274, 209)521-1274, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 888-215-3611, 888-215-3611, 888)203-5531, 888-215-3611, 909)626-4070, 209)728-8855, 287-7564-422, 909)626-4070, 209)728-8855",True
